segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
105,0,1,CADC0872,1,13,14,1.1751737039052231e-05,1.846056150294588e-11,4.29657555536335e-06,0.047775118301807584,1.159335913702529,0,1,1,2,3,1.9794968249558072e-12,1.4805188334902805e-12,13,14,1.4200431925342985e-12,1.3186115359247057e-12
106,0,1,CADC0872,5,1805,362,1.1129381227142163e-05,5.1675984986092766e-11,7.188601045133383e-06,-1.197416741213281,0.04066351035810141,36,5,3,35,47,3.7358177088570935e-11,1.1392993420649905e-10,9025,1810,2.862935456293228e-14,1.4275133974058776e-13
107,0,0,CADC0872,1,132,133,3.700811181907856e-06,8.931202128552298e-12,2.9885116912189415e-06,-1.537892932702659,-0.06692234928980662,17,2,2,19,27,5.5792632126756055e-12,1.5966727244477474e-11,132,133,6.766062218600226e-14,6.715189570340074e-14
108,0,1,CADC0872,1,27,28,-1.157137405293868e-05,2.6514474426063414e-10,1.628326577381313e-05,-1.1303363612485344,-0.3248315036442372,0,0,0,10,9,7.118686300255463e-13,1.4348794853678912e-12,27,28,9.82017571335682e-12,9.469455152165505e-12
109,0,1,CADC0872,5,975,196,-4.570613063327133e-06,9.054070856991096e-12,3.0089983145543796e-06,-1.1807611767254484,0.016609958561765326,13,0,0,62,66,3.8245166222601313e-13,1.0890137421257325e-12,4875,980,9.286226519990868e-15,4.61942390662811e-14
110,0,1,CADC0872,1,209,210,1.9988026579824048e-05,1.8365679609897776e-11,4.2855197595971685e-06,0.071815669094903,-1.1153678058894734,2,1,1,66,73,3.46555885343748e-13,1.0223949645630311e-12,209,210,8.787406511912811e-14,8.745561718998941e-14
111,1,1,CADC0872,5,1188,224,-6.202996276184147e-05,3.696551425515732e-09,6.07992715870489e-05,-1.5079995447106542,-0.6890896175578223,0,0,0,0,1,6.289946019116348e-11,1.2651789745260036e-10,20904,1120,3.111575274003141e-12,1.6502461721052374e-11
112,1,1,CADC0872,1,19,20,-9.120560621717378e-06,3.115523913594776e-09,5.5816878393500076e-05,3.8595408921035492,0.8814855330098406,3,3,2,4,3,5.206143626855516e-09,1.2128643312080526e-08,19,20,1.6397494282077767e-10,1.5577619567973878e-10
113,0,1,CADC0872,1,157,137,-2.112535002306816e-05,4.056355456895639e-10,2.014039586725057e-05,-1.0044026688654073,-0.49082694084979006,0,0,0,44,46,3.672992157989304e-13,9.800677177272994e-13,199,137,2.583665896111872e-12,2.960843399193897e-12
114,0,1,CADC0872,5,370,75,4.665196410745303e-06,9.446541506868256e-11,9.719332027906164e-06,-1.2038837385314836,-0.017307676462687563,0,1,1,24,26,2.729276492230919e-13,8.035384315807367e-13,1850,375,2.5531193261806096e-13,1.259538867582434e-12
115,0,1,CADC0872,1,43,44,3.281108911753755e-05,1.2229220047718447e-10,1.1058580400629389e-05,-0.8859125315522749,0.09516992294639913,0,1,1,2,4,6.239636684797463e-12,7.233896821101807e-12,43,44,2.844004662260104e-12,2.7793681926632835e-12
116,0,1,CADC0872,1,274,288,-3.8891737573645576e-05,7.754531163250561e-11,8.805981582566796e-06,-1.0406197271643305,0.4398271222761064,0,0,0,86,95,4.1813982858984004e-13,1.2648361829199453e-12,274,288,2.830120862500205e-13,2.692545542795334e-13
117,0,1,CADC0872,1,40,36,4.2124396340090774e-07,2.7532102917311875e-11,5.247104241132615e-06,-0.16064367640651422,-1.0302272459971797,1,1,1,10,10,5.451346591508427e-13,7.498985357508261e-13,50,36,6.883025729327969e-13,7.647806365919966e-13
118,0,1,CADC0872,1,134,119,2.6017425471294652e-05,8.853247783646789e-11,9.409169880306546e-06,-1.128965053667562,0.2966071793723626,0,1,1,36,38,5.212642365301921e-13,1.6174839256296142e-12,166,119,6.606901331079693e-13,7.439704019871252e-13
119,1,1,CADC0872,1,274,275,1.016025345118912e-05,5.789391688227433e-11,7.608805220418928e-06,-1.4117712534794513,-0.15030033991840916,23,6,2,23,37,3.4831788221113186e-11,9.572474532748374e-11,274,275,2.1129166745355595e-13,2.105233341173612e-13
120,0,1,CADC0872,1,16,17,-8.577096912314495e-06,6.973615418223473e-11,8.35081757567693e-06,-1.1559588757818626,-0.2832789679612036,0,0,0,5,5,4.551719761255733e-13,5.124285185730963e-13,16,17,4.35850963638967e-12,4.102126716602043e-12
121,0,1,CADC0872,1,15,14,-3.625799626459788e-05,4.3422108653613137e-10,2.0837972227069776e-05,-1.1711019621240202,-0.24031338469001381,0,0,0,1,5,9.8757788957212e-13,3.496735158293219e-13,19,14,2.8948072435742093e-11,3.1015791895437954e-11
122,0,0,CADC0872,1,175,173,1.3503218764611709e-05,1.3035623932006858e-10,1.141736569091437e-05,-1.1565485421935868,-0.22886358350318964,0,1,1,58,63,3.9050238698259355e-13,1.2110312126002876e-12,193,173,7.448927961146776e-13,7.535042735264079e-13
123,0,1,CADC0872,1,13,14,1.506286314138147e-06,9.769116242475497e-11,9.883883974670837e-06,-0.7616933627956968,0.7256187754248291,0,0,0,2,3,2.6282843153755325e-12,1.9399523203063936e-12,13,14,7.514704801904228e-12,6.977940173196783e-12
124,0,1,CADC0872,1,165,166,8.642559862930851e-07,8.94166172173266e-12,2.9902611460761515e-06,-1.1151190316805302,-0.16940518202366295,7,1,1,52,54,3.3611086481001173e-13,1.0218073460740972e-12,165,166,5.419188922262218e-14,5.386543205863048e-14
125,0,0,CADC0872,5,875,176,1.8731237159936845e-05,1.9241696179670984e-12,1.3871444113599342e-06,-0.14004300598160846,0.8802938635277832,30,1,1,55,56,3.326431319338033e-13,9.818678483237808e-13,4375,880,2.1990509919623983e-15,1.0932781920267605e-14
126,0,0,CADC0872,5,70,14,7.4066770918222545e-06,6.15839575761154e-11,7.847544684556782e-06,-1.1957030733557945,-0.12397281975167944,0,1,0,4,3,3.5323173054193167e-13,5.799883775575117e-13,400,70,8.797708225159343e-13,4.398854112579671e-12
127,0,0,CADC0872,1,342,343,2.0811968727484603e-05,2.5848279279499163e-12,1.6077400063287336e-06,-0.1280634128292193,-0.9661411467567711,56,1,1,106,108,3.8446158490868666e-13,1.1553894421290732e-12,342,343,7.557976397514375e-15,7.535941480903546e-15
128,0,1,CADC0872,1,14,14,2.2750114898149037e-05,3.459028348393298e-10,1.8598463238647698e-05,-1.285676791028257,0.07760825186262817,1,1,1,0,0,2.404187523393344e-10,2.582037543667642e-10,16,14,2.4707345345666416e-11,2.4707345345666416e-11
129,0,0,CADC0872,5,950,191,3.511104933671597e-05,1.5989240146375774e-10,1.2644856719779696e-05,-1.1281376120581479,-0.26726210278270435,0,1,1,54,61,3.7482085876948547e-13,1.1050719558406062e-12,4750,955,1.6830779101448184e-13,8.371329919568468e-13
130,0,1,CADC0872,5,1660,333,1.3578853538538147e-05,4.146117807968158e-11,6.439035492966441e-06,-0.2186629738629624,-0.17822633625498047,24,7,2,25,45,2.9817911614889894e-11,9.066922971330704e-11,8300,1665,2.4976613301012997e-14,1.2450804228132605e-13
131,0,0,CADC0872,1,13,14,-2.675874656483867e-06,1.2491682882469113e-10,1.1176619740542806e-05,-0.7487147458008576,-0.76273007254647,0,0,0,3,3,3.348482775544874e-12,1.301246992062525e-12,13,14,9.608986832668548e-12,8.922630630335081e-12
132,1,0,CADC0872,1,18,19,8.578122079201927e-05,2.707380260352975e-09,5.203249235192348e-05,-1.7968198928490346,-0.30575388336158893,0,1,1,1,1,2.913305352812178e-10,6.632021126940227e-10,18,19,1.5041001446405416e-10,1.424936979133145e-10
133,1,1,CADC0872,1,13,14,-9.117952046573644e-05,3.259884630650682e-09,5.7095399382530656e-05,-1.1022049892295112,0.9425711948271336,0,0,0,0,1,1.0444585902854311e-09,2.453576794734889e-09,17,14,2.507603562038986e-10,2.3284890218933443e-10
134,0,1,CADC0872,1,108,103,-2.0905288593189724e-05,2.063742207792682e-11,4.542842951052438e-06,-0.5438427572629183,0.8584357933824149,2,0,0,28,32,3.3920794163791936e-13,8.839171162054033e-13,120,103,1.9108724146228535e-13,2.0036332114492056e-13
135,0,1,CADC0873,1,11,12,1.1091053187539159e-05,4.129083742022371e-10,2.0320147002476068e-05,1.1927236967160066,1.7341214348620462,0,1,0,1,1,1.9086176162769324e-10,4.1616456129781633e-10,11,12,3.75371249274761e-11,3.440903118351976e-11
136,0,1,CADC0873,1,313,314,4.780689465669806e-05,4.664161632360048e-10,2.1596670188619466e-05,-1.3187478795233505,-0.3491652563275161,0,1,1,70,72,2.3417462678681927e-13,6.448811136287561e-13,313,314,1.490147486377012e-12,1.4854017937452382e-12
137,0,1,CADC0873,1,191,174,2.2859101384225304e-05,6.696888514295736e-10,2.587834715412817e-05,-1.172413293981827,0.18756484370548845,0,1,1,49,52,3.5512403275579265e-13,1.0375587233455038e-12,227,174,3.506224353034417e-12,3.848786502468814e-12
138,0,1,CADC0873,5,735,148,1.4361708121747917e-05,1.428154801895803e-10,1.1950543091825588e-05,-1.1704454947689529,0.1809738711044816,0,1,1,45,48,3.379952310838687e-13,1.025320912701802e-12,3675,740,1.9430677576813644e-13,9.649694607404073e-13
139,0,0,CADC0873,1,203,187,4.988813596591918e-06,1.3684023512473093e-10,1.169787310260848e-05,-0.9150886122696669,0.5844591042477452,0,1,1,58,60,3.684619879934227e-13,1.065208498990534e-12,243,187,6.740898282006449e-13,7.317659632338552e-13
140,0,1,CADC0873,1,182,183,2.656257085468498e-05,6.272779451184117e-11,7.920088036874412e-06,-1.1683998955357702,0.05333149209620878,0,1,1,54,58,3.8990552731483737e-13,1.137705298300142e-12,182,183,3.446582116035229e-13,3.427748333980392e-13
141,1,1,CADC0873,1,163,164,7.059577332781225e-06,1.7808833603533796e-11,4.220051374513561e-06,-0.9872088216219557,0.27652650012855,8,1,1,9,16,7.299348463940944e-12,2.2115980253324204e-11,163,164,1.0925664787444047e-13,1.0859044880203534e-13
142,1,1,CADC0873,1,152,136,6.904450899160844e-05,1.5159763431355493e-09,3.893554087380255e-05,-0.9527412816974277,-0.5280008250714601,1,1,1,19,45,4.1042120122032e-12,6.23823966414751e-13,188,136,9.973528573260193e-12,1.1146884875996685e-11
143,0,0,CADC0873,1,80,90,1.1704808371748688e-05,1.6913380389453903e-10,1.3005145285406813e-05,-1.1258730088826814,0.30940265047455845,0,1,1,29,30,3.760766539201082e-13,1.063303621732729e-12,80,90,2.1141725486817378e-12,1.8792644877171006e-12
144,0,0,CADC0873,1,255,256,-1.4885194275892795e-05,6.849375962397977e-11,8.276095675134488e-06,-1.073126656406507,0.3739060152000729,0,0,0,80,83,2.8667082250203784e-13,8.630828548111033e-13,255,256,2.686029789175677e-13,2.67553748531171e-13
145,1,0,CADC0873,1,99,103,-5.4192085310303495e-06,7.587818141366077e-10,2.7545994520739448e-05,-1.5258982166516082,0.15194575639711558,1,1,1,1,1,7.110434781669064e-11,1.4827402332251728e-10,99,103,7.664462769056644e-12,7.366813729481627e-12
146,1,1,CADC0873,1,31,12,6.7292985811152625e-06,2.325446603272993e-09,4.822288464280204e-05,-1.336428314128479,-0.035321425294407696,1,0,0,1,1,2.1724087528231525e-09,5.3180258284951925e-09,343,12,7.501440655719332e-11,1.9378721693941608e-10
147,0,1,CADC0873,5,865,187,-5.610786463446765e-05,2.6895976991563453e-10,1.639999298523126e-05,-1.078966158783932,0.19149668727093577,0,0,0,32,33,4.926020972629392e-13,1.1659209713481778e-12,4325,935,3.1093615019148503e-13,1.4382875396557996e-12
148,0,0,CADC0873,1,64,51,2.0593623363775448e-05,4.376745782533368e-10,2.0920673465577938e-05,-1.1597924490814775,0.20403914989270397,0,1,1,15,16,4.00272410278368e-13,1.0663311007586569e-12,92,51,6.838665285208388e-12,8.581854475555624e-12
149,0,0,CADC0873,5,60,12,-3.005120819588786e-05,2.2487146009911106e-10,1.4995714724517503e-05,-1.1177208759376844,-0.2766382843679624,0,0,0,3,3,1.0050795933198428e-12,5.205933076125872e-13,350,60,3.747857668318517e-12,1.8739288341592587e-11
150,0,1,CADC0873,1,69,57,-2.2812165233632865e-05,8.91064441815061e-11,9.439620976580897e-06,-1.1274963199201626,-0.4593197033693999,0,0,0,13,13,6.073219439197277e-13,1.4134967595253191e-12,95,57,1.291397741760958e-12,1.5632709505527386e-12
151,0,1,CADC0873,1,11,12,3.7792116704439136e-05,4.704804481044243e-10,2.169056126762109e-05,-1.2526830938446158,-0.2639905452586091,1,1,1,1,1,3.006951773863607e-10,9.966096708419287e-10,11,12,4.2770949827674934e-11,3.920670400870202e-11
152,1,1,CADC0873,5,1585,318,-3.939671008917101e-06,5.92215619570459e-11,7.695554688068033e-06,-0.611847030738593,0.8205520868905988,0,1,1,93,102,3.1510349641904606e-13,9.35707614131391e-13,7925,1590,3.73637614870952e-14,1.8623132690894935e-13
153,0,1,CADC0873,5,55,12,-3.147517674523281e-05,2.113332315681397e-10,1.4537304824765135e-05,-1.197641960325135,-0.18006126182730256,0,0,0,3,3,5.984463884736913e-13,7.975994630293838e-13,275,60,3.842422392147994e-12,1.7611102630678308e-11
154,0,0,CADC0873,5,1475,296,3.1280266498768066e-05,4.497670340865231e-11,6.706467282306856e-06,-1.1032727322594063,-0.34402642313206744,0,1,1,91,102,3.834439624685421e-13,1.1532547022971773e-12,7375,1480,3.0492680277052413e-14,1.5194832232652807e-13
155,0,1,CADC0873,1,217,218,2.5390748078894667e-05,2.367305209537021e-11,4.865496079062259e-06,-0.8196634292082279,-0.6329424269139232,2,1,1,68,70,3.624630674605292e-13,9.598264608953828e-13,217,218,1.0909240596944797e-13,1.0859198208885418e-13
156,0,0,CADC0873,1,11,12,3.578509619085673e-05,6.071101512033713e-10,2.4639605337816825e-05,-1.4044966327718127,0.13350314007245417,0,1,1,1,2,7.1052592981584936e-12,6.3037096685578045e-12,11,12,5.519183192757921e-11,5.0592512600280944e-11
157,1,1,CADC0873,1,209,199,-1.0540945800566913e-05,1.943030569860089e-11,4.407982043815615e-06,-0.6998121136187079,0.7349586563064523,2,0,0,10,12,1.8556639525895055e-12,5.6499672188958465e-12,231,199,9.296796984976502e-14,9.763972712864768e-14
158,0,0,CADC0873,1,27,24,-5.050167878653278e-05,1.1086048716179093e-09,3.329571851782012e-05,-1.2055451330559095,-0.07735615817563933,0,0,0,6,6,5.047034443846131e-13,1.195570745107546e-12,35,24,4.105943968955219e-11,4.619186965074622e-11
159,0,1,CADC0873,1,305,306,-8.190681980985271e-06,8.921359275189329e-13,9.445294741398666e-07,-0.6403458033316638,0.35974817136822557,59,0,0,104,111,3.5654184988455284e-13,1.1018608938369243e-12,305,306,2.9250358279309278e-15,2.9154768873167744e-15
160,0,1,CADC0873,1,128,129,6.941335231181058e-06,1.6421767533345919e-10,1.281474445057174e-05,-1.1749038086880825,-0.18228766542322725,0,1,1,38,40,3.9029372614489776e-13,1.1353931572527005e-12,128,129,1.2829505885426499e-12,1.2730052351430944e-12
161,1,1,CADC0873,5,65,12,4.299243751607176e-05,3.9351092560321015e-09,6.273044919361013e-05,-1.880588176075138,0.3330577842037475,0,0,0,1,1,1.1663994519305108e-09,2.810096126378871e-09,425,60,6.054014240049388e-11,3.2792577133600846e-10
162,0,0,CADC0873,1,276,277,-9.134871250945244e-06,2.913935316452652e-12,1.707025282897899e-06,-0.9546987880378945,-0.3636726498429685,31,0,0,88,90,2.725674652480436e-13,7.979092872303035e-13,276,277,1.0557736653813956e-14,1.0519622081056505e-14
163,0,1,CADC0873,1,228,242,1.0651090706601979e-05,3.685433785095235e-11,6.070777367928456e-06,-0.9159454354318672,-0.07028645194074086,21,5,2,22,34,3.417621307095877e-11,1.0086483501823208e-10,228,242,1.616418326796156e-13,1.5229065227666262e-13
164,0,0,CADC0873,1,228,229,-4.593339248579805e-05,7.718528509724007e-10,2.7782239848010826e-05,-1.1944147721853025,-0.08016344602928008,0,0,0,67,72,4.493428944891139e-13,1.3700677074451178e-12,228,229,3.385319521808775e-12,3.3705364671283872e-12
165,0,0,CADC0873,1,206,207,-3.9314616960574416e-05,2.8135043549955085e-10,1.677350397202537e-05,-1.1753518425323701,0.16597267669047996,0,0,0,63,68,3.151116626763838e-13,9.150790425685385e-13,206,207,1.3657788131046157e-12,1.3591808478239172e-12
166,0,1,CADC0873,1,148,149,1.0774121231744857e-05,5.8716375381314e-12,2.4231462065115675e-06,-1.0670562715674716,0.22063220048512158,8,1,1,42,48,2.5794211707278324e-13,7.255448681831539e-13,148,149,3.9673226608995945e-14,3.940696334316376e-14
167,0,1,CADC0873,1,250,251,-8.313069762679591e-06,6.089050215705731e-11,7.803236646229391e-06,-1.1325581421039232,0.33077889426499185,0,0,0,71,81,3.2416263222041237e-13,9.683478715828888e-13,250,251,2.4356200862822925e-13,2.425916420599893e-13
168,0,1,CADC0873,5,975,196,2.022552712332138e-05,1.934693260666458e-10,1.3909325147779305e-05,-0.9297899947841319,0.5670465381685964,0,1,1,59,66,3.5537542624946503e-13,9.939361278423803e-13,4875,980,1.984300780170726e-13,9.870883982992133e-13
169,0,0,CADC0873,1,89,90,-4.123169949490897e-06,1.632311048511246e-11,4.040186936901863e-06,0.30269290902691637,-1.1558601751026871,3,1,1,2,2,1.0440959678950638e-11,3.42143339329385e-11,89,90,1.8340573578778045e-13,1.8136789427902732e-13
170,0,1,CADC0873,1,219,220,-6.507385115608614e-06,4.084541692860553e-11,6.391041928246562e-06,-1.2065885993162375,0.19527755251319454,11,2,0,12,20,1.4062549036473864e-11,3.849836895675188e-11,219,220,1.8650875309865537e-13,1.8566098603911604e-13
171,0,0,CADC0873,1,61,62,9.108951173547935e-07,1.727065553461776e-11,4.155797821672484e-06,-0.11480058333950716,-1.047959061618379,1,1,1,18,20,4.1670688037172833e-13,1.03389220054184e-12,61,62,2.8312550056750427e-13,2.785589602357703e-13
172,0,0,CADC0873,1,127,133,-2.1156259809885718e-05,1.9975842629679198e-11,4.469434262821101e-06,-0.5241817383712211,0.8716230535252756,0,0,0,47,50,3.510806484472e-13,1.0753404505400163e-12,127,133,1.572900994462929e-13,1.5019430548630977e-13
173,0,0,CADC0873,1,441,442,9.673943285574329e-06,3.086170116869424e-11,5.555330878417076e-06,-0.8761148991589081,-0.5886350683729952,1,1,1,141,151,3.207370905502532e-13,9.48029616484286e-13,441,442,6.998118178842232e-14,6.982285332283765e-14
174,0,0,CADC0873,1,42,40,4.816625566515218e-06,8.701682783506415e-11,9.328281076118158e-06,-1.1160941813292373,0.05278575324695828,2,1,1,2,3,2.0940928620881455e-11,6.567906023916016e-11,48,40,2.071829234168194e-12,2.1754206958766036e-12
175,0,0,CADC0873,1,201,169,-2.151461172761099e-05,1.0341263911284782e-10,1.0169200514929766e-05,-1.193248475853358,0.13567096754911892,0,0,0,54,56,2.8421709547349014e-13,8.327406507300434e-13,267,169,5.144907418549642e-13,6.119091071766143e-13
176,0,1,CADC0873,1,77,78,7.984748105087688e-06,2.1199701949597195e-12,1.456011742727276e-06,0.750369178316213,1.195744653866283,11,2,2,28,28,3.393238826959806e-13,1.004243825716658e-12,77,78,2.7532080454022332e-14,2.7179105063586147e-14
177,1,1,CADC0873,1,138,150,-1.2362168321758993e-07,1.1554963114959211e-11,3.399259200908223e-06,-0.6499266966452271,0.8306699812261508,5,1,1,12,17,1.1406387182564153e-12,3.333566331959231e-12,138,150,8.373161677506674e-14,7.703308743306141e-14
178,1,0,CADC0873,1,100,101,-1.24291450521118e-05,1.9664428729011985e-09,4.4344592374958176e-05,20.29727453243576,2.525778881068111,2,2,1,4,5,1.7717903171930343e-09,3.796772205254499e-09,100,101,1.9664428729011984e-11,1.9469731414863352e-11
179,0,1,CADC0873,1,12,12,-1.707388237357632e-05,8.781071590133742e-11,9.3707372122655e-06,-1.2522868527881723,0.04799012113799452,0,0,0,3,3,3.212753115096659e-13,9.738533778921385e-13,14,12,7.317559658444784e-12,7.317559658444784e-12
180,0,1,CADC0873,5,40,12,-8.5270138643493e-06,1.2798730276933662e-10,1.131314734144909e-05,-0.9793837683628737,-0.5726868452262593,0,0,0,3,2,2.979984164444126e-12,2.6889269955255388e-12,200,60,3.1996825692334156e-12,1.0665608564111385e-11
181,0,1,CADC0873,5,480,97,3.0180316387273113e-05,5.519574375509025e-10,2.3493774442411387e-05,-1.1817251932535624,0.12080029734227005,0,1,1,29,33,3.8944027075358004e-13,1.1524656597199635e-12,2400,485,1.1499113282310467e-12,5.69028286134951e-12
182,0,1,CADC0873,1,48,49,-3.477760700522034e-05,1.1338118373382176e-10,1.0648060092515527e-05,-1.086065266196397,-0.39886677750369814,0,0,0,16,17,6.077691147209371e-13,1.6966051677785101e-12,48,49,2.36210799445462e-12,2.3139017088535054e-12
183,0,0,CADC0873,5,135,28,-2.1542026382915517e-05,4.076601811866921e-11,6.384827180015855e-06,-1.1415301028310691,0.23168427740450132,0,0,0,7,8,2.944285635725986e-13,6.75424369078794e-13,675,140,3.019705045827349e-13,1.4559292185239004e-12
184,1,1,CADC0873,1,241,242,-2.067886979725139e-05,5.395036113555805e-10,2.3227217038542964e-05,54.56574620784335,-6.605704996492719,2,1,2,3,3,5.281920663326592e-10,1.1639762221598627e-09,241,242,2.2386041964961847e-12,2.2293537659321506e-12
185,0,0,CADC0873,5,55,12,-7.988661187538043e-06,8.25574302173708e-12,2.8732808811073585e-06,2.708621939800916,1.3283097915847828,2,1,0,1,1,2.485534845040265e-11,6.35207060767908e-11,275,60,1.501044185770378e-13,6.879785851447566e-13
186,0,1,CADC0873,1,183,184,1.4490958931396047e-05,9.866282242594793e-11,9.932916108874972e-06,-1.0422539783964704,0.4273424355607151,0,1,1,56,59,3.7699131082379603e-13,1.1123735206550984e-12,183,184,5.39141106152721e-13,5.362109914453692e-13
187,0,0,CADC0873,5,55,12,9.990810314404498e-06,2.4330192547501025e-10,1.5598138525959125e-05,-0.4885604483236978,0.696607386155768,1,0,0,0,0,2.469146012226246e-10,6.48351062224978e-10,275,60,4.423671372272914e-12,2.0275160456250855e-11
188,0,0,CADC0873,1,26,27,-1.2133797901633598e-05,6.50746144779723e-11,8.06688381458245e-06,-1.187188770978852,-0.059880375404303986,0,0,0,9,9,5.000927579868132e-13,1.6888158640618314e-12,26,27,2.502869787614319e-12,2.4101709065915666e-12
189,0,1,CADC0873,5,1930,387,-1.1324645818885463e-05,5.90281524682887e-11,7.682978098907265e-06,-1.1737982990396412,-0.17774303324986593,0,0,0,125,126,4.169663379232893e-13,1.2905757124356826e-12,9650,1935,3.058453495766254e-14,1.5252752575785195e-13
190,0,1,CADC0873,1,53,54,-4.286512020876102e-06,4.1262098495274034e-11,6.423558086860742e-06,0.015659827144585137,1.1096874160384262,0,0,0,17,18,6.838451581335213e-13,1.401199834708491e-12,53,54,7.785301602881893e-13,7.641129350976673e-13
191,0,0,CADC0873,1,143,145,3.6087385951949254e-06,2.1257953731841423e-11,4.610634851280398e-06,-1.1392207653532334,0.19671293128590298,0,1,1,47,50,4.139768762559585e-13,1.3158103166318805e-12,143,145,1.4865701910378618e-13,1.4660657746097532e-13
192,0,1,CADC0873,5,665,126,5.624655207828414e-06,2.2570152957879695e-11,4.750805506214677e-06,-0.58451458748055,-0.8448722324995342,2,1,1,9,12,1.831880385095253e-12,5.437292847333277e-12,3725,630,3.394007963590932e-14,1.7912819807841027e-13
193,0,0,CADC0873,1,233,234,-1.1973529463912144e-06,1.1612469535937145e-10,1.0776116896144521e-05,-1.1118162740904651,0.2693346664227131,4,1,1,5,11,3.919753823486068e-12,1.171659884852894e-11,233,234,4.983892504694053e-13,4.962593818776558e-13
194,0,0,CADC0873,1,63,64,5.40906343265748e-06,5.417954763664979e-11,7.360675759510793e-06,-1.1088761103101923,0.3287032373545766,0,1,1,20,21,2.8248421795252507e-13,7.928411740117159e-13,63,64,8.599928196293618e-13,8.46555431822653e-13
195,1,0,CADC0873,1,51,52,-3.986037222340726e-05,2.336743832656106e-10,1.5286411719746745e-05,1.3806829672307233,-0.8518421095571466,0,0,0,0,1,2.0384428854225676e-11,4.2317623809897275e-11,51,52,4.581850652266875e-12,4.493738139723281e-12
196,1,1,CADC0873,1,34,35,-1.8759139941626224e-05,2.074072667315945e-09,4.5541987959639455e-05,20.743083328602847,-4.505149414565873,0,1,1,1,1,2.3535285068030524e-09,5.146239606257064e-09,34,35,6.100213727399839e-11,5.925921906616985e-11
197,0,1,CADC0873,1,11,12,3.951346749796837e-05,1.4903625696701655e-10,1.220804066863379e-05,-1.0613784758932119,-0.3875789141885452,0,1,1,2,4,1.7725190440017695e-12,1.8130946020247032e-12,11,12,1.3548750633365141e-11,1.2419688080584712e-11
198,0,0,CADC0873,1,236,216,-1.2049333069905724e-06,2.6046844035871304e-10,1.6139034678651416e-05,-1.0087314560484846,-0.2703076545531345,11,1,1,11,20,4.07387108190346e-11,1.2247015190246776e-10,278,216,1.1036798320284451e-12,1.2058724090681159e-12
199,1,1,CADC0873,1,210,172,2.3135813589725675e-05,1.0730573029442576e-09,3.275755337237898e-05,-1.5217755836852134,0.4938183316413676,2,1,1,2,3,9.360939217799623e-11,2.3231563431390928e-10,288,172,5.109796680686941e-12,6.238705249675916e-12
200,0,1,CADC0873,1,11,12,-2.9524643591479075e-05,5.439166475091882e-10,2.332202065664955e-05,-1.2295238409680354,-0.06830278098482108,0,0,0,1,3,3.724004857131119e-13,6.076283402062312e-13,11,12,4.944696795538075e-11,4.5326387292432356e-11
201,0,0,CADC0873,5,310,63,2.9891793621838157e-05,3.73558020384966e-10,1.9327649116873113e-05,-1.1173361763610041,0.28101342394441886,1,1,1,2,3,5.1425238108767195e-11,1.5744080882710268e-10,1550,315,1.2050258722095678e-12,5.929492387062953e-12
202,0,0,CADC0873,1,182,183,2.342856061533476e-05,1.3728663862156565e-10,1.1716938107780789e-05,-1.2700779835617997,-0.021677360233148778,0,1,1,35,41,5.478059201269664e-13,1.380391815400324e-12,182,183,7.543221902283827e-13,7.502002110468068e-13
203,1,1,CADC0873,1,211,212,3.136029981722937e-05,3.947620850869871e-09,6.283009510473361e-05,3.347897078238475,0.9285729343647959,25,12,10,26,27,7.297864704498966e-09,2.1868553950389438e-08,211,212,1.8709103558624984e-11,1.8620853070140904e-11
204,1,0,CADC0873,1,53,48,1.0207041071271923e-05,7.981146877912373e-11,8.933726477742854e-06,1.084915087833406,1.6657311677687205,0,1,1,2,2,5.658039490192116e-12,1.1156181179547035e-11,67,48,1.505876769417429e-12,1.662738932898411e-12
205,0,1,CADC0873,5,55,12,5.121885514232907e-07,4.398453513052714e-11,6.632083769866537e-06,-0.22227023061391815,-0.8496836686071068,1,1,2,0,4,1.332716981104557e-11,9.682080234831229e-13,275,60,7.997188205550389e-13,3.665377927543929e-12
206,0,1,CADC0873,1,88,92,-1.8210853118468952e-05,1.8614793351124414e-10,1.3643604124689493e-05,-1.033853806855505,-0.45395301177464786,8,0,0,8,11,6.420471592241863e-11,1.9856359874112121e-10,88,92,2.115317426264138e-12,2.0233471033830885e-12
207,0,1,CADC0873,5,650,136,-6.059479866445547e-06,3.329436671373379e-11,5.770127096844036e-06,-0.757249301281774,-0.7189536547277305,0,0,0,42,43,3.5367248899409313e-13,9.94665784875542e-13,3250,680,5.122210263651352e-14,2.4481151995392494e-13
208,0,1,CADC0873,5,1005,202,1.4831328280132062e-06,4.1194228169743226e-11,6.418272989655646e-06,-1.1660152987540737,-0.24273121570495504,0,1,1,61,67,3.5019969189608356e-13,1.0653735142567365e-12,5025,1010,4.098928176093853e-14,2.039318226224912e-13
209,1,0,CADC0873,5,55,12,-6.29322520181791e-05,8.326217597387101e-09,9.124811010309803e-05,-0.14463548440856933,1.1424412544294724,1,0,0,1,1,5.104702963901117e-09,7.018692760796526e-09,275,60,1.513857744979473e-10,6.938514664489251e-10
